block_index,block_id,permutation_id,order_position,inner_repeat_index,candidate_id,started_at_utc,client_materialization_latency_ms,process_cpu_time_ms,output_row_count,result_digest
3,tpch-q6-block-003,fused -> materialize-after-q06-time -> materialize-after-q06-predicate,2,3,materialize-after-q06-predicate,2026-07-19T13:56:24.086148+00:00,157.9011,562.5,1,sha256:a1aeb439b6dadb8e1b63b2a6767310d2b8aa89d387266856bc24473812d13e3c
3,tpch-q6-block-003,fused -> materialize-after-q06-time -> materialize-after-q06-predicate,2,4,materialize-after-q06-predicate,2026-07-19T13:56:24.244148+00:00,156.9275,546.875,1,sha256:a1aeb439b6dadb8e1b63b2a6767310d2b8aa89d387266856bc24473812d13e3c
4,tpch-q6-block-004,materialize-after-q06-predicate -> fused -> materialize-after-q06-time,0,0,materialize-after-q06-predicate,2026-07-19T13:56:24.403243+00:00,159.4809,609.375,1,sha256:a1aeb439b6dadb8e1b63b2a6767310d2b8aa89d387266856bc24473812d13e3c
4,tpch-q6-block-004,materialize-after-q06-predicate -> fused -> materialize-after-q06-time,0,1,materialize-after-q06-predicate,2026-07-19T13:56:24.563247+00:00,164.8853,593.75,1,sha256:a1aeb439b6dadb8e1b63b2a6767310d2b8aa89d387266856bc24473812d13e3c
4,tpch-q6-block-004,materialize-after-q06-predicate -> fused -> materialize-after-q06-time,0,2,materialize-after-q06-predicate,2026-07-19T13:56:24.728196+00:00,170.0877,562.5,1,sha256:a1aeb439b6dadb8e1b63b2a6767310d2b8aa89d387266856bc24473812d13e3c
4,tpch-q6-block-004,materialize-after-q06-predicate -> fused -> materialize-after-q06-time,0,3,materialize-after-q06-predicate,2026-07-19T13:56:24.898196+00:00,193.6408,531.25,1,sha256:a1aeb439b6dadb8e1b63b2a6767310d2b8aa89d387266856bc24473812d13e3c
4,tpch-q6-block-004,materialize-after-q06-predicate -> fused -> materialize-after-q06-time,0,4,materialize-after-q06-predicate,2026-07-19T13:56:25.092790+00:00,184.7236,578.125,1,sha256:a1aeb439b6dadb8e1b63b2a6767310d2b8aa89d387266856bc24473812d13e3c
4,tpch-q6-block-004,materialize-after-q06-predicate -> fused -> materialize-after-q06-time,1,0,fused,2026-07-19T13:56:25.277791+00:00,152.4901,484.375,1,sha256:a1aeb439b6dadb8e1b63b2a6767310d2b8aa89d387266856bc24473812d13e3c
4,tpch-q6-block-004,materialize-after-q06-predicate -> fused -> materialize-after-q06-time,1,1,fused,2026-07-19T13:56:25.430394+00:00,142.7745,484.375,1,sha256:a1aeb439b6dadb8e1b63b2a6767310d2b8aa89d387266856bc24473812d13e3c
4,tpch-q6-block-004,materialize-after-q06-predicate -> fused -> materialize-after-q06-time,1,2,fused,2026-07-19T13:56:25.573622+00:00,141.094,531.25,1,sha256:a1aeb439b6dadb8e1b63b2a6767310d2b8aa89d387266856bc24473812d13e3c
