scenario_id,unit_id,policy_selectivity,query_selectivity,salt,candidate_id,block_index,order_position,permutation_id,latency_ms,result_digest
p0.030-q0.800,p0.030-q0.800-s6301,0.03,0.8,6301,eligible_dimension_first,2,2,governed_fact_first->partial_aggregate_first->eligible_dimension_first,4864.2939,2bde184943fe2a2cd889bd6da91b6dad425083128cf172fbd8008fe3bc8be065
p0.030-q0.800,p0.030-q0.800-s6301,0.03,0.8,6301,eligible_dimension_first,3,0,eligible_dimension_first->partial_aggregate_first->governed_fact_first,5145.7049,2bde184943fe2a2cd889bd6da91b6dad425083128cf172fbd8008fe3bc8be065
p0.030-q0.800,p0.030-q0.800-s6301,0.03,0.8,6301,partial_aggregate_first,3,1,eligible_dimension_first->partial_aggregate_first->governed_fact_first,4682.508,2bde184943fe2a2cd889bd6da91b6dad425083128cf172fbd8008fe3bc8be065
p0.030-q0.800,p0.030-q0.800-s6301,0.03,0.8,6301,governed_fact_first,3,2,eligible_dimension_first->partial_aggregate_first->governed_fact_first,4099.0346,2bde184943fe2a2cd889bd6da91b6dad425083128cf172fbd8008fe3bc8be065
p0.030-q0.800,p0.030-q0.800-s6301,0.03,0.8,6301,partial_aggregate_first,4,0,partial_aggregate_first->eligible_dimension_first->governed_fact_first,4801.4435,2bde184943fe2a2cd889bd6da91b6dad425083128cf172fbd8008fe3bc8be065
p0.030-q0.800,p0.030-q0.800-s6301,0.03,0.8,6301,eligible_dimension_first,4,1,partial_aggregate_first->eligible_dimension_first->governed_fact_first,5154.3119,2bde184943fe2a2cd889bd6da91b6dad425083128cf172fbd8008fe3bc8be065
p0.030-q0.800,p0.030-q0.800-s6301,0.03,0.8,6301,governed_fact_first,4,2,partial_aggregate_first->eligible_dimension_first->governed_fact_first,4024.3991,2bde184943fe2a2cd889bd6da91b6dad425083128cf172fbd8008fe3bc8be065
p0.030-q0.800,p0.030-q0.800-s6301,0.03,0.8,6301,partial_aggregate_first,5,0,partial_aggregate_first->governed_fact_first->eligible_dimension_first,4944.3233,2bde184943fe2a2cd889bd6da91b6dad425083128cf172fbd8008fe3bc8be065
p0.030-q0.800,p0.030-q0.800-s6301,0.03,0.8,6301,governed_fact_first,5,1,partial_aggregate_first->governed_fact_first->eligible_dimension_first,4071.867,2bde184943fe2a2cd889bd6da91b6dad425083128cf172fbd8008fe3bc8be065
p0.030-q0.800,p0.030-q0.800-s6301,0.03,0.8,6301,eligible_dimension_first,5,2,partial_aggregate_first->governed_fact_first->eligible_dimension_first,4755.1458,2bde184943fe2a2cd889bd6da91b6dad425083128cf172fbd8008fe3bc8be065
p0.150-q0.150,p0.150-q0.150-s6101,0.15,0.15,6101,partial_aggregate_first,0,0,partial_aggregate_first->governed_fact_first->eligible_dimension_first,9147.6749,db9c4e2627f1d77047146980f1927bb57d20d13d9211557402d8720e268f4d43
p0.150-q0.150,p0.150-q0.150-s6101,0.15,0.15,6101,governed_fact_first,0,1,partial_aggregate_first->governed_fact_first->eligible_dimension_first,4967.2055,db9c4e2627f1d77047146980f1927bb57d20d13d9211557402d8720e268f4d43
p0.150-q0.150,p0.150-q0.150-s6101,0.15,0.15,6101,eligible_dimension_first,0,2,partial_aggregate_first->governed_fact_first->eligible_dimension_first,4184.1794,db9c4e2627f1d77047146980f1927bb57d20d13d9211557402d8720e268f4d43
p0.150-q0.150,p0.150-q0.150-s6101,0.15,0.15,6101,eligible_dimension_first,1,0,eligible_dimension_first->governed_fact_first->partial_aggregate_first,4162.9869,db9c4e2627f1d77047146980f1927bb57d20d13d9211557402d8720e268f4d43
