block_index,block_id,permutation_id,order_position,candidate_id,started_at_utc,client_materialization_latency_ms,process_cpu_time_ms,output_row_count,semantic_result_digest
39,bts-multijoin-block-039,materialize-after-bts-mj-carrier-join -> materialize-after-bts-mj-origin-join -> materialize-after-bts-mj-filter -> fused,0,materialize-after-bts-mj-carrier-join,2026-07-19T06:12:54.657391+00:00,78.0821,250.0,929,sha256:2e28043d2ee9ea90a8bff098db806a2aa4d9ad8c5140a47f2fc1fb5ee2222562
39,bts-multijoin-block-039,materialize-after-bts-mj-carrier-join -> materialize-after-bts-mj-origin-join -> materialize-after-bts-mj-filter -> fused,1,materialize-after-bts-mj-origin-join,2026-07-19T06:12:54.745393+00:00,70.5064,171.875,929,sha256:2e28043d2ee9ea90a8bff098db806a2aa4d9ad8c5140a47f2fc1fb5ee2222562
39,bts-multijoin-block-039,materialize-after-bts-mj-carrier-join -> materialize-after-bts-mj-origin-join -> materialize-after-bts-mj-filter -> fused,2,materialize-after-bts-mj-filter,2026-07-19T06:12:54.824596+00:00,72.1284,218.75,929,sha256:2e28043d2ee9ea90a8bff098db806a2aa4d9ad8c5140a47f2fc1fb5ee2222562
39,bts-multijoin-block-039,materialize-after-bts-mj-carrier-join -> materialize-after-bts-mj-origin-join -> materialize-after-bts-mj-filter -> fused,3,fused,2026-07-19T06:12:54.904595+00:00,59.7241,171.875,929,sha256:2e28043d2ee9ea90a8bff098db806a2aa4d9ad8c5140a47f2fc1fb5ee2222562
40,bts-multijoin-block-040,materialize-after-bts-mj-origin-join -> materialize-after-bts-mj-filter -> fused -> materialize-after-bts-mj-carrier-join,0,materialize-after-bts-mj-origin-join,2026-07-19T06:12:54.973589+00:00,68.8913,203.125,929,sha256:2e28043d2ee9ea90a8bff098db806a2aa4d9ad8c5140a47f2fc1fb5ee2222562
40,bts-multijoin-block-040,materialize-after-bts-mj-origin-join -> materialize-after-bts-mj-filter -> fused -> materialize-after-bts-mj-carrier-join,1,materialize-after-bts-mj-filter,2026-07-19T06:12:55.047239+00:00,63.3251,218.75,929,sha256:2e28043d2ee9ea90a8bff098db806a2aa4d9ad8c5140a47f2fc1fb5ee2222562
40,bts-multijoin-block-040,materialize-after-bts-mj-origin-join -> materialize-after-bts-mj-filter -> fused -> materialize-after-bts-mj-carrier-join,2,fused,2026-07-19T06:12:55.116052+00:00,54.1226,187.5,929,sha256:2e28043d2ee9ea90a8bff098db806a2aa4d9ad8c5140a47f2fc1fb5ee2222562
40,bts-multijoin-block-040,materialize-after-bts-mj-origin-join -> materialize-after-bts-mj-filter -> fused -> materialize-after-bts-mj-carrier-join,3,materialize-after-bts-mj-carrier-join,2026-07-19T06:12:55.175617+00:00,73.5692,187.5,929,sha256:2e28043d2ee9ea90a8bff098db806a2aa4d9ad8c5140a47f2fc1fb5ee2222562
41,bts-multijoin-block-041,materialize-after-bts-mj-filter -> materialize-after-bts-mj-origin-join -> materialize-after-bts-mj-carrier-join -> fused,0,materialize-after-bts-mj-filter,2026-07-19T06:12:55.259477+00:00,69.6442,156.25,929,sha256:2e28043d2ee9ea90a8bff098db806a2aa4d9ad8c5140a47f2fc1fb5ee2222562
41,bts-multijoin-block-041,materialize-after-bts-mj-filter -> materialize-after-bts-mj-origin-join -> materialize-after-bts-mj-carrier-join -> fused,1,materialize-after-bts-mj-origin-join,2026-07-19T06:12:55.335483+00:00,64.8064,156.25,929,sha256:2e28043d2ee9ea90a8bff098db806a2aa4d9ad8c5140a47f2fc1fb5ee2222562
41,bts-multijoin-block-041,materialize-after-bts-mj-filter -> materialize-after-bts-mj-origin-join -> materialize-after-bts-mj-carrier-join -> fused,2,materialize-after-bts-mj-carrier-join,2026-07-19T06:12:55.405482+00:00,59.9256,171.875,929,sha256:2e28043d2ee9ea90a8bff098db806a2aa4d9ad8c5140a47f2fc1fb5ee2222562
41,bts-multijoin-block-041,materialize-after-bts-mj-filter -> materialize-after-bts-mj-origin-join -> materialize-after-bts-mj-carrier-join -> fused,3,fused,2026-07-19T06:12:55.470989+00:00,44.8274,109.375,929,sha256:2e28043d2ee9ea90a8bff098db806a2aa4d9ad8c5140a47f2fc1fb5ee2222562
42,bts-multijoin-block-042,materialize-after-bts-mj-origin-join -> materialize-after-bts-mj-carrier-join -> materialize-after-bts-mj-filter -> fused,0,materialize-after-bts-mj-origin-join,2026-07-19T06:12:55.523988+00:00,64.7898,187.5,929,sha256:2e28043d2ee9ea90a8bff098db806a2aa4d9ad8c5140a47f2fc1fb5ee2222562
42,bts-multijoin-block-042,materialize-after-bts-mj-origin-join -> materialize-after-bts-mj-carrier-join -> materialize-after-bts-mj-filter -> fused,1,materialize-after-bts-mj-carrier-join,2026-07-19T06:12:55.593994+00:00,76.0146,218.75,929,sha256:2e28043d2ee9ea90a8bff098db806a2aa4d9ad8c5140a47f2fc1fb5ee2222562
42,bts-multijoin-block-042,materialize-after-bts-mj-origin-join -> materialize-after-bts-mj-carrier-join -> materialize-after-bts-mj-filter -> fused,2,materialize-after-bts-mj-filter,2026-07-19T06:12:55.675990+00:00,73.0008,203.125,929,sha256:2e28043d2ee9ea90a8bff098db806a2aa4d9ad8c5140a47f2fc1fb5ee2222562
42,bts-multijoin-block-042,materialize-after-bts-mj-origin-join -> materialize-after-bts-mj-carrier-join -> materialize-after-bts-mj-filter -> fused,3,fused,2026-07-19T06:12:55.757994+00:00,54.6252,125.0,929,sha256:2e28043d2ee9ea90a8bff098db806a2aa4d9ad8c5140a47f2fc1fb5ee2222562
43,bts-multijoin-block-043,fused -> materialize-after-bts-mj-filter -> materialize-after-bts-mj-origin-join -> materialize-after-bts-mj-carrier-join,0,fused,2026-07-19T06:12:55.821990+00:00,59.8443,140.625,929,sha256:2e28043d2ee9ea90a8bff098db806a2aa4d9ad8c5140a47f2fc1fb5ee2222562
43,bts-multijoin-block-043,fused -> materialize-after-bts-mj-filter -> materialize-after-bts-mj-origin-join -> materialize-after-bts-mj-carrier-join,1,materialize-after-bts-mj-filter,2026-07-19T06:12:55.889990+00:00,68.4748,203.125,929,sha256:2e28043d2ee9ea90a8bff098db806a2aa4d9ad8c5140a47f2fc1fb5ee2222562
43,bts-multijoin-block-043,fused -> materialize-after-bts-mj-filter -> materialize-after-bts-mj-origin-join -> materialize-after-bts-mj-carrier-join,2,materialize-after-bts-mj-origin-join,2026-07-19T06:12:55.964989+00:00,73.2082,203.125,929,sha256:2e28043d2ee9ea90a8bff098db806a2aa4d9ad8c5140a47f2fc1fb5ee2222562
43,bts-multijoin-block-043,fused -> materialize-after-bts-mj-filter -> materialize-after-bts-mj-origin-join -> materialize-after-bts-mj-carrier-join,3,materialize-after-bts-mj-carrier-join,2026-07-19T06:12:56.048582+00:00,72.7632,234.375,929,sha256:2e28043d2ee9ea90a8bff098db806a2aa4d9ad8c5140a47f2fc1fb5ee2222562
44,bts-multijoin-block-044,fused -> materialize-after-bts-mj-carrier-join -> materialize-after-bts-mj-filter -> materialize-after-bts-mj-origin-join,0,fused,2026-07-19T06:12:56.129579+00:00,51.3182,125.0,929,sha256:2e28043d2ee9ea90a8bff098db806a2aa4d9ad8c5140a47f2fc1fb5ee2222562
44,bts-multijoin-block-044,fused -> materialize-after-bts-mj-carrier-join -> materialize-after-bts-mj-filter -> materialize-after-bts-mj-origin-join,1,materialize-after-bts-mj-carrier-join,2026-07-19T06:12:56.188579+00:00,78.4561,203.125,929,sha256:2e28043d2ee9ea90a8bff098db806a2aa4d9ad8c5140a47f2fc1fb5ee2222562
44,bts-multijoin-block-044,fused -> materialize-after-bts-mj-carrier-join -> materialize-after-bts-mj-filter -> materialize-after-bts-mj-origin-join,2,materialize-after-bts-mj-filter,2026-07-19T06:12:56.273036+00:00,62.5856,234.375,929,sha256:2e28043d2ee9ea90a8bff098db806a2aa4d9ad8c5140a47f2fc1fb5ee2222562
44,bts-multijoin-block-044,fused -> materialize-after-bts-mj-carrier-join -> materialize-after-bts-mj-filter -> materialize-after-bts-mj-origin-join,3,materialize-after-bts-mj-origin-join,2026-07-19T06:12:56.341026+00:00,65.7794,187.5,929,sha256:2e28043d2ee9ea90a8bff098db806a2aa4d9ad8c5140a47f2fc1fb5ee2222562
45,bts-multijoin-block-045,materialize-after-bts-mj-carrier-join -> fused -> materialize-after-bts-mj-origin-join -> materialize-after-bts-mj-filter,0,materialize-after-bts-mj-carrier-join,2026-07-19T06:12:56.415077+00:00,75.2753,250.0,929,sha256:2e28043d2ee9ea90a8bff098db806a2aa4d9ad8c5140a47f2fc1fb5ee2222562
45,bts-multijoin-block-045,materialize-after-bts-mj-carrier-join -> fused -> materialize-after-bts-mj-origin-join -> materialize-after-bts-mj-filter,1,fused,2026-07-19T06:12:56.496076+00:00,51.8224,140.625,929,sha256:2e28043d2ee9ea90a8bff098db806a2aa4d9ad8c5140a47f2fc1fb5ee2222562
45,bts-multijoin-block-045,materialize-after-bts-mj-carrier-join -> fused -> materialize-after-bts-mj-origin-join -> materialize-after-bts-mj-filter,2,materialize-after-bts-mj-origin-join,2026-07-19T06:12:56.556077+00:00,64.1129,140.625,929,sha256:2e28043d2ee9ea90a8bff098db806a2aa4d9ad8c5140a47f2fc1fb5ee2222562
45,bts-multijoin-block-045,materialize-after-bts-mj-carrier-join -> fused -> materialize-after-bts-mj-origin-join -> materialize-after-bts-mj-filter,3,materialize-after-bts-mj-filter,2026-07-19T06:12:56.626076+00:00,64.1227,203.125,929,sha256:2e28043d2ee9ea90a8bff098db806a2aa4d9ad8c5140a47f2fc1fb5ee2222562
46,bts-multijoin-block-046,materialize-after-bts-mj-filter -> materialize-after-bts-mj-origin-join -> fused -> materialize-after-bts-mj-carrier-join,0,materialize-after-bts-mj-filter,2026-07-19T06:12:56.698076+00:00,72.2408,218.75,929,sha256:2e28043d2ee9ea90a8bff098db806a2aa4d9ad8c5140a47f2fc1fb5ee2222562
46,bts-multijoin-block-046,materialize-after-bts-mj-filter -> materialize-after-bts-mj-origin-join -> fused -> materialize-after-bts-mj-carrier-join,1,materialize-after-bts-mj-origin-join,2026-07-19T06:12:56.776077+00:00,82.2555,250.0,929,sha256:2e28043d2ee9ea90a8bff098db806a2aa4d9ad8c5140a47f2fc1fb5ee2222562
46,bts-multijoin-block-046,materialize-after-bts-mj-filter -> materialize-after-bts-mj-origin-join -> fused -> materialize-after-bts-mj-carrier-join,2,fused,2026-07-19T06:12:56.868081+00:00,56.6575,156.25,929,sha256:2e28043d2ee9ea90a8bff098db806a2aa4d9ad8c5140a47f2fc1fb5ee2222562
46,bts-multijoin-block-046,materialize-after-bts-mj-filter -> materialize-after-bts-mj-origin-join -> fused -> materialize-after-bts-mj-carrier-join,3,materialize-after-bts-mj-carrier-join,2026-07-19T06:12:56.931076+00:00,99.4431,250.0,929,sha256:2e28043d2ee9ea90a8bff098db806a2aa4d9ad8c5140a47f2fc1fb5ee2222562
47,bts-multijoin-block-047,materialize-after-bts-mj-carrier-join -> materialize-after-bts-mj-origin-join -> fused -> materialize-after-bts-mj-filter,0,materialize-after-bts-mj-carrier-join,2026-07-19T06:12:57.044693+00:00,103.0075,250.0,929,sha256:2e28043d2ee9ea90a8bff098db806a2aa4d9ad8c5140a47f2fc1fb5ee2222562
47,bts-multijoin-block-047,materialize-after-bts-mj-carrier-join -> materialize-after-bts-mj-origin-join -> fused -> materialize-after-bts-mj-filter,1,materialize-after-bts-mj-origin-join,2026-07-19T06:12:57.157694+00:00,79.8676,218.75,929,sha256:2e28043d2ee9ea90a8bff098db806a2aa4d9ad8c5140a47f2fc1fb5ee2222562
47,bts-multijoin-block-047,materialize-after-bts-mj-carrier-join -> materialize-after-bts-mj-origin-join -> fused -> materialize-after-bts-mj-filter,2,fused,2026-07-19T06:12:57.243328+00:00,49.4035,93.75,929,sha256:2e28043d2ee9ea90a8bff098db806a2aa4d9ad8c5140a47f2fc1fb5ee2222562
47,bts-multijoin-block-047,materialize-after-bts-mj-carrier-join -> materialize-after-bts-mj-origin-join -> fused -> materialize-after-bts-mj-filter,3,materialize-after-bts-mj-filter,2026-07-19T06:12:57.298335+00:00,78.3003,250.0,929,sha256:2e28043d2ee9ea90a8bff098db806a2aa4d9ad8c5140a47f2fc1fb5ee2222562
