scenario_id,unit_id,policy_selectivity,query_selectivity,salt,candidate_id,block_index,order_position,permutation_id,latency_ms,result_digest
p0.030-q0.800,p0.030-q0.800-s6301,0.03,0.8,6301,eligible_dimension_first,1,0,eligible_dimension_first->governed_fact_first->partial_aggregate_first,4273.5768,2bde184943fe2a2cd889bd6da91b6dad425083128cf172fbd8008fe3bc8be065
p0.030-q0.800,p0.030-q0.800-s6301,0.03,0.8,6301,governed_fact_first,1,1,eligible_dimension_first->governed_fact_first->partial_aggregate_first,3382.8461,2bde184943fe2a2cd889bd6da91b6dad425083128cf172fbd8008fe3bc8be065
p0.030-q0.800,p0.030-q0.800-s6301,0.03,0.8,6301,partial_aggregate_first,1,2,eligible_dimension_first->governed_fact_first->partial_aggregate_first,4161.2418,2bde184943fe2a2cd889bd6da91b6dad425083128cf172fbd8008fe3bc8be065
p0.030-q0.800,p0.030-q0.800-s6301,0.03,0.8,6301,governed_fact_first,2,0,governed_fact_first->partial_aggregate_first->eligible_dimension_first,3486.8079,2bde184943fe2a2cd889bd6da91b6dad425083128cf172fbd8008fe3bc8be065
p0.030-q0.800,p0.030-q0.800-s6301,0.03,0.8,6301,partial_aggregate_first,2,1,governed_fact_first->partial_aggregate_first->eligible_dimension_first,4264.1172,2bde184943fe2a2cd889bd6da91b6dad425083128cf172fbd8008fe3bc8be065
p0.030-q0.800,p0.030-q0.800-s6301,0.03,0.8,6301,eligible_dimension_first,2,2,governed_fact_first->partial_aggregate_first->eligible_dimension_first,4619.5203,2bde184943fe2a2cd889bd6da91b6dad425083128cf172fbd8008fe3bc8be065
p0.030-q0.800,p0.030-q0.800-s6301,0.03,0.8,6301,eligible_dimension_first,3,0,eligible_dimension_first->partial_aggregate_first->governed_fact_first,4450.3637,2bde184943fe2a2cd889bd6da91b6dad425083128cf172fbd8008fe3bc8be065
p0.030-q0.800,p0.030-q0.800-s6301,0.03,0.8,6301,partial_aggregate_first,3,1,eligible_dimension_first->partial_aggregate_first->governed_fact_first,4388.7327,2bde184943fe2a2cd889bd6da91b6dad425083128cf172fbd8008fe3bc8be065
p0.030-q0.800,p0.030-q0.800-s6301,0.03,0.8,6301,governed_fact_first,3,2,eligible_dimension_first->partial_aggregate_first->governed_fact_first,3611.8514,2bde184943fe2a2cd889bd6da91b6dad425083128cf172fbd8008fe3bc8be065
p0.030-q0.800,p0.030-q0.800-s6301,0.03,0.8,6301,partial_aggregate_first,4,0,partial_aggregate_first->eligible_dimension_first->governed_fact_first,4206.284,2bde184943fe2a2cd889bd6da91b6dad425083128cf172fbd8008fe3bc8be065
