candidate_count,policy_regime,scenario_id,seed,repetition,legal_candidate_count,selected_candidate_id,selected_is_legal,cost_oracle_match,within_3_percent_cost_oracle,generation_us,legality_filter_us,ranking_us,total_planning_us
3,permissive,bts-2024-03-w256-p020-q065-j065,21303,38,3,governed_fact_first--masked_checkpoint--result--inline--pre_join,True,True,True,24.2,1.0,0.8,26.0
3,permissive,bts-2024-03-w256-p020-q065-j065,21303,39,3,governed_fact_first--masked_checkpoint--result--inline--pre_join,True,True,True,25.7,1.0,0.9,27.6
3,permissive,bts-2024-03-w256-p020-q065-j065,21303,40,3,governed_fact_first--masked_checkpoint--result--inline--pre_join,True,True,True,23.9,1.0,0.9,25.8
3,permissive,bts-2024-03-w256-p020-q065-j065,21303,41,3,governed_fact_first--masked_checkpoint--result--inline--pre_join,True,True,True,24.5,0.8,1.0,26.3
3,permissive,bts-2024-03-w256-p020-q065-j065,21303,42,3,governed_fact_first--masked_checkpoint--result--inline--pre_join,True,True,True,24.4,1.0,0.9,26.3
3,permissive,bts-2024-03-w256-p020-q065-j065,21303,43,3,governed_fact_first--masked_checkpoint--result--inline--pre_join,True,True,True,25.2,1.0,1.0,27.2
3,permissive,bts-2024-03-w256-p020-q065-j065,21303,44,3,governed_fact_first--masked_checkpoint--result--inline--pre_join,True,True,True,24.6,0.9,0.9,26.4
3,permissive,bts-2024-03-w256-p020-q065-j065,21303,45,3,governed_fact_first--masked_checkpoint--result--inline--pre_join,True,True,True,23.9,1.0,0.9,25.8
3,permissive,bts-2024-03-w256-p020-q065-j065,21303,46,3,governed_fact_first--masked_checkpoint--result--inline--pre_join,True,True,True,24.6,0.9,0.9,26.4
3,permissive,bts-2024-03-w256-p020-q065-j065,21303,47,3,governed_fact_first--masked_checkpoint--result--inline--pre_join,True,True,True,24.3,1.1,0.9,26.3
3,permissive,bts-2024-03-w256-p020-q065-j065,21303,48,3,governed_fact_first--masked_checkpoint--result--inline--pre_join,True,True,True,25.0,1.0,1.0,27.0
3,permissive,bts-2024-03-w256-p020-q065-j065,21303,49,3,governed_fact_first--masked_checkpoint--result--inline--pre_join,True,True,True,24.8,1.0,0.9,26.7
3,permissive,bts-2024-03-w256-p070-q080-j080,21101,0,3,governed_fact_first--masked_checkpoint--result--inline--pre_join,True,True,True,24.3,1.0,1.0,26.3
3,permissive,bts-2024-03-w256-p070-q080-j080,21101,1,3,governed_fact_first--masked_checkpoint--result--inline--pre_join,True,True,True,24.7,1.0,0.9,26.6
3,permissive,bts-2024-03-w256-p070-q080-j080,21101,2,3,governed_fact_first--masked_checkpoint--result--inline--pre_join,True,True,True,24.7,0.9,0.9,26.5
3,permissive,bts-2024-03-w256-p070-q080-j080,21101,3,3,governed_fact_first--masked_checkpoint--result--inline--pre_join,True,True,True,24.7,1.0,0.8,26.5
3,permissive,bts-2024-03-w256-p070-q080-j080,21101,4,3,governed_fact_first--masked_checkpoint--result--inline--pre_join,True,True,True,30.0,1.2,0.8,32.0
3,permissive,bts-2024-03-w256-p070-q080-j080,21101,5,3,governed_fact_first--masked_checkpoint--result--inline--pre_join,True,True,True,24.8,1.0,0.9,26.7
3,permissive,bts-2024-03-w256-p070-q080-j080,21101,6,3,governed_fact_first--masked_checkpoint--result--inline--pre_join,True,True,True,24.5,0.9,0.9,26.3
3,permissive,bts-2024-03-w256-p070-q080-j080,21101,7,3,governed_fact_first--masked_checkpoint--result--inline--pre_join,True,True,True,24.7,1.0,1.0,26.7
3,permissive,bts-2024-03-w256-p070-q080-j080,21101,8,3,governed_fact_first--masked_checkpoint--result--inline--pre_join,True,True,True,24.4,1.0,0.8,26.2
3,permissive,bts-2024-03-w256-p070-q080-j080,21101,9,3,governed_fact_first--masked_checkpoint--result--inline--pre_join,True,True,True,24.1,1.0,0.9,26.0
3,permissive,bts-2024-03-w256-p070-q080-j080,21101,10,3,governed_fact_first--masked_checkpoint--result--inline--pre_join,True,True,True,24.4,0.9,0.9,26.2
3,permissive,bts-2024-03-w256-p070-q080-j080,21101,11,3,governed_fact_first--masked_checkpoint--result--inline--pre_join,True,True,True,24.5,1.0,0.9,26.4
3,permissive,bts-2024-03-w256-p070-q080-j080,21101,12,3,governed_fact_first--masked_checkpoint--result--inline--pre_join,True,True,True,24.3,0.8,0.9,26.0
3,permissive,bts-2024-03-w256-p070-q080-j080,21101,13,3,governed_fact_first--masked_checkpoint--result--inline--pre_join,True,True,True,24.5,0.9,0.9,26.3
