scenario_id,identifier_width,match_rate,region_label,row_count,seed,variant,operator_index,operator_name,median_operator_timing_ms,actual_cardinality,rows_scanned,physical_plan_fingerprint
mixed-n100000-w128-m0900-s1888,128,0.9,phase2l_mixed,100000,1888,late_fused,6,HASH_JOIN,1.0615999999999997,90000,0,sha256:f570cbbf354e04dbc1f358979321f6943968e8a815c0d2fb74a463dc822156e7
mixed-n100000-w128-m0900-s1888,128,0.9,phase2l_mixed,100000,1888,late_fused,7,SEQ_SCAN,3.559,90000,100000,sha256:f570cbbf354e04dbc1f358979321f6943968e8a815c0d2fb74a463dc822156e7
mixed-n100000-w128-m0900-s1888,128,0.9,phase2l_mixed,100000,1888,late_fused,8,SEQ_SCAN,0.026499999999999996,10000,10000,sha256:f570cbbf354e04dbc1f358979321f6943968e8a815c0d2fb74a463dc822156e7
mixed-n100000-w128-m0900-s1888,128,0.9,phase2l_mixed,100000,1888,late_hash_materialized,0,EXPLAIN_ANALYZE,0.00039999999999999996,0,0,sha256:8c775ff611abc16d74d7b882b9f184805f1ebab78a726a672f21ac5ab0810c9f
mixed-n100000-w128-m0900-s1888,128,0.9,phase2l_mixed,100000,1888,late_hash_materialized,1,BATCH_CREATE_TABLE_AS,8.582800000000002,1,0,sha256:8c775ff611abc16d74d7b882b9f184805f1ebab78a726a672f21ac5ab0810c9f
mixed-n100000-w128-m0900-s1888,128,0.9,phase2l_mixed,100000,1888,late_hash_materialized,2,CTE,4.471199999999999,0,0,sha256:8c775ff611abc16d74d7b882b9f184805f1ebab78a726a672f21ac5ab0810c9f
mixed-n100000-w128-m0900-s1888,128,0.9,phase2l_mixed,100000,1888,late_hash_materialized,3,PROJECTION,246.40849999999998,90000,0,sha256:8c775ff611abc16d74d7b882b9f184805f1ebab78a726a672f21ac5ab0810c9f
mixed-n100000-w128-m0900-s1888,128,0.9,phase2l_mixed,100000,1888,late_hash_materialized,4,HASH_JOIN,1.1231,90000,0,sha256:8c775ff611abc16d74d7b882b9f184805f1ebab78a726a672f21ac5ab0810c9f
mixed-n100000-w128-m0900-s1888,128,0.9,phase2l_mixed,100000,1888,late_hash_materialized,5,SEQ_SCAN,3.5677,90000,100000,sha256:8c775ff611abc16d74d7b882b9f184805f1ebab78a726a672f21ac5ab0810c9f
mixed-n100000-w128-m0900-s1888,128,0.9,phase2l_mixed,100000,1888,late_hash_materialized,6,SEQ_SCAN,0.0404,10000,10000,sha256:8c775ff611abc16d74d7b882b9f184805f1ebab78a726a672f21ac5ab0810c9f
mixed-n100000-w128-m0900-s1888,128,0.9,phase2l_mixed,100000,1888,late_hash_materialized,7,ORDER_BY,52.77840000000001,90000,0,sha256:8c775ff611abc16d74d7b882b9f184805f1ebab78a726a672f21ac5ab0810c9f
mixed-n100000-w128-m0900-s1888,128,0.9,phase2l_mixed,100000,1888,late_hash_materialized,8,CTE_SCAN,0.2997,90000,0,sha256:8c775ff611abc16d74d7b882b9f184805f1ebab78a726a672f21ac5ab0810c9f
mixed-n100000-w128-m0900-s1888,128,0.9,phase2l_mixed,100000,1888,late_join_materialized,0,EXPLAIN_ANALYZE,0.0003,0,0,sha256:26c7beb699842444e252d17ec55e88fce7462da77b086dbbfc8863980d091221
mixed-n100000-w128-m0900-s1888,128,0.9,phase2l_mixed,100000,1888,late_join_materialized,1,BATCH_CREATE_TABLE_AS,9.032100000000002,1,0,sha256:26c7beb699842444e252d17ec55e88fce7462da77b086dbbfc8863980d091221
mixed-n100000-w128-m0900-s1888,128,0.9,phase2l_mixed,100000,1888,late_join_materialized,2,CTE,3.4648,0,0,sha256:26c7beb699842444e252d17ec55e88fce7462da77b086dbbfc8863980d091221
mixed-n100000-w128-m0900-s1888,128,0.9,phase2l_mixed,100000,1888,late_join_materialized,3,HASH_JOIN,0.8868000000000001,90000,0,sha256:26c7beb699842444e252d17ec55e88fce7462da77b086dbbfc8863980d091221
mixed-n100000-w128-m0900-s1888,128,0.9,phase2l_mixed,100000,1888,late_join_materialized,4,SEQ_SCAN,2.0550000000000006,90000,100000,sha256:26c7beb699842444e252d17ec55e88fce7462da77b086dbbfc8863980d091221
mixed-n100000-w128-m0900-s1888,128,0.9,phase2l_mixed,100000,1888,late_join_materialized,5,SEQ_SCAN,0.03899999999999999,10000,10000,sha256:26c7beb699842444e252d17ec55e88fce7462da77b086dbbfc8863980d091221
mixed-n100000-w128-m0900-s1888,128,0.9,phase2l_mixed,100000,1888,late_join_materialized,6,ORDER_BY,69.39510000000001,90000,0,sha256:26c7beb699842444e252d17ec55e88fce7462da77b086dbbfc8863980d091221
mixed-n100000-w128-m0900-s1888,128,0.9,phase2l_mixed,100000,1888,late_join_materialized,7,PROJECTION,626.7378,90000,0,sha256:26c7beb699842444e252d17ec55e88fce7462da77b086dbbfc8863980d091221
mixed-n100000-w128-m0900-s1888,128,0.9,phase2l_mixed,100000,1888,late_join_materialized,8,CTE_SCAN,0.8939000000000001,90000,0,sha256:26c7beb699842444e252d17ec55e88fce7462da77b086dbbfc8863980d091221
mixed-n100000-w128-m0900-s1999,128,0.9,phase2l_mixed,100000,1999,early_hash_materialized,0,EXPLAIN_ANALYZE,0.0003,0,0,sha256:aaa00b3bd44c8b4eac45d7e7d997fa62366f1bf46f339190d03cee33407583a0
mixed-n100000-w128-m0900-s1999,128,0.9,phase2l_mixed,100000,1999,early_hash_materialized,1,BATCH_CREATE_TABLE_AS,7.718200000000001,1,0,sha256:aaa00b3bd44c8b4eac45d7e7d997fa62366f1bf46f339190d03cee33407583a0
mixed-n100000-w128-m0900-s1999,128,0.9,phase2l_mixed,100000,1999,early_hash_materialized,2,CTE,5.239,0,0,sha256:aaa00b3bd44c8b4eac45d7e7d997fa62366f1bf46f339190d03cee33407583a0
mixed-n100000-w128-m0900-s1999,128,0.9,phase2l_mixed,100000,1999,early_hash_materialized,3,PROJECTION,291.55620000000005,100000,0,sha256:aaa00b3bd44c8b4eac45d7e7d997fa62366f1bf46f339190d03cee33407583a0
mixed-n100000-w128-m0900-s1999,128,0.9,phase2l_mixed,100000,1999,early_hash_materialized,4,SEQ_SCAN,2.771,100000,100000,sha256:aaa00b3bd44c8b4eac45d7e7d997fa62366f1bf46f339190d03cee33407583a0
mixed-n100000-w128-m0900-s1999,128,0.9,phase2l_mixed,100000,1999,early_hash_materialized,5,PROJECTION,0.30150000000000005,90000,0,sha256:aaa00b3bd44c8b4eac45d7e7d997fa62366f1bf46f339190d03cee33407583a0
mixed-n100000-w128-m0900-s1999,128,0.9,phase2l_mixed,100000,1999,early_hash_materialized,6,ORDER_BY,53.788799999999995,90000,0,sha256:aaa00b3bd44c8b4eac45d7e7d997fa62366f1bf46f339190d03cee33407583a0
mixed-n100000-w128-m0900-s1999,128,0.9,phase2l_mixed,100000,1999,early_hash_materialized,7,PROJECTION,0.2825,90000,0,sha256:aaa00b3bd44c8b4eac45d7e7d997fa62366f1bf46f339190d03cee33407583a0
mixed-n100000-w128-m0900-s1999,128,0.9,phase2l_mixed,100000,1999,early_hash_materialized,8,HASH_JOIN,5.9194,90000,0,sha256:aaa00b3bd44c8b4eac45d7e7d997fa62366f1bf46f339190d03cee33407583a0
mixed-n100000-w128-m0900-s1999,128,0.9,phase2l_mixed,100000,1999,early_hash_materialized,9,CTE_SCAN,0.3803999999999999,100000,0,sha256:aaa00b3bd44c8b4eac45d7e7d997fa62366f1bf46f339190d03cee33407583a0
mixed-n100000-w128-m0900-s1999,128,0.9,phase2l_mixed,100000,1999,early_hash_materialized,10,SEQ_SCAN,0.0301,10000,10000,sha256:aaa00b3bd44c8b4eac45d7e7d997fa62366f1bf46f339190d03cee33407583a0
mixed-n100000-w128-m0900-s1999,128,0.9,phase2l_mixed,100000,1999,late_fused,0,EXPLAIN_ANALYZE,0.0003,0,0,sha256:f570cbbf354e04dbc1f358979321f6943968e8a815c0d2fb74a463dc822156e7
mixed-n100000-w128-m0900-s1999,128,0.9,phase2l_mixed,100000,1999,late_fused,1,BATCH_CREATE_TABLE_AS,10.319500000000001,1,0,sha256:f570cbbf354e04dbc1f358979321f6943968e8a815c0d2fb74a463dc822156e7
mixed-n100000-w128-m0900-s1999,128,0.9,phase2l_mixed,100000,1999,late_fused,2,PROJECTION,0.42879999999999985,90000,0,sha256:f570cbbf354e04dbc1f358979321f6943968e8a815c0d2fb74a463dc822156e7
mixed-n100000-w128-m0900-s1999,128,0.9,phase2l_mixed,100000,1999,late_fused,3,ORDER_BY,54.347199999999994,90000,0,sha256:f570cbbf354e04dbc1f358979321f6943968e8a815c0d2fb74a463dc822156e7
mixed-n100000-w128-m0900-s1999,128,0.9,phase2l_mixed,100000,1999,late_fused,4,PROJECTION,1.5484000000000002,90000,0,sha256:f570cbbf354e04dbc1f358979321f6943968e8a815c0d2fb74a463dc822156e7
mixed-n100000-w128-m0900-s1999,128,0.9,phase2l_mixed,100000,1999,late_fused,5,PROJECTION,297.8805,90000,0,sha256:f570cbbf354e04dbc1f358979321f6943968e8a815c0d2fb74a463dc822156e7
mixed-n100000-w128-m0900-s1999,128,0.9,phase2l_mixed,100000,1999,late_fused,6,HASH_JOIN,1.2649,90000,0,sha256:f570cbbf354e04dbc1f358979321f6943968e8a815c0d2fb74a463dc822156e7
mixed-n100000-w128-m0900-s1999,128,0.9,phase2l_mixed,100000,1999,late_fused,7,SEQ_SCAN,5.113700000000001,90000,100000,sha256:f570cbbf354e04dbc1f358979321f6943968e8a815c0d2fb74a463dc822156e7
mixed-n100000-w128-m0900-s1999,128,0.9,phase2l_mixed,100000,1999,late_fused,8,SEQ_SCAN,0.028599999999999997,10000,10000,sha256:f570cbbf354e04dbc1f358979321f6943968e8a815c0d2fb74a463dc822156e7
mixed-n100000-w128-m0900-s1999,128,0.9,phase2l_mixed,100000,1999,late_hash_materialized,0,EXPLAIN_ANALYZE,0.00039999999999999996,0,0,sha256:8c775ff611abc16d74d7b882b9f184805f1ebab78a726a672f21ac5ab0810c9f
mixed-n100000-w128-m0900-s1999,128,0.9,phase2l_mixed,100000,1999,late_hash_materialized,1,BATCH_CREATE_TABLE_AS,10.981900000000003,1,0,sha256:8c775ff611abc16d74d7b882b9f184805f1ebab78a726a672f21ac5ab0810c9f
mixed-n100000-w128-m0900-s1999,128,0.9,phase2l_mixed,100000,1999,late_hash_materialized,2,CTE,9.565,0,0,sha256:8c775ff611abc16d74d7b882b9f184805f1ebab78a726a672f21ac5ab0810c9f
mixed-n100000-w128-m0900-s1999,128,0.9,phase2l_mixed,100000,1999,late_hash_materialized,3,PROJECTION,308.4573,90000,0,sha256:8c775ff611abc16d74d7b882b9f184805f1ebab78a726a672f21ac5ab0810c9f
mixed-n100000-w128-m0900-s1999,128,0.9,phase2l_mixed,100000,1999,late_hash_materialized,4,HASH_JOIN,1.1883,90000,0,sha256:8c775ff611abc16d74d7b882b9f184805f1ebab78a726a672f21ac5ab0810c9f
mixed-n100000-w128-m0900-s1999,128,0.9,phase2l_mixed,100000,1999,late_hash_materialized,5,SEQ_SCAN,5.462600000000001,90000,100000,sha256:8c775ff611abc16d74d7b882b9f184805f1ebab78a726a672f21ac5ab0810c9f
mixed-n100000-w128-m0900-s1999,128,0.9,phase2l_mixed,100000,1999,late_hash_materialized,6,SEQ_SCAN,0.030900000000000007,10000,10000,sha256:8c775ff611abc16d74d7b882b9f184805f1ebab78a726a672f21ac5ab0810c9f
mixed-n100000-w128-m0900-s1999,128,0.9,phase2l_mixed,100000,1999,late_hash_materialized,7,ORDER_BY,60.81699999999999,90000,0,sha256:8c775ff611abc16d74d7b882b9f184805f1ebab78a726a672f21ac5ab0810c9f
